City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,goslar,51.9043,10.4277,10.51,94,100,1.79,DE,1747521466
365,nova sintra,14.8667,-24.7167,22.47,76,75,8.92,CV,1747521467
366,sao joao da barra,-21.6403,-41.0511,23.94,77,0,5.45,BR,1747521468
367,lodwar,3.1191,35.5973,27.95,59,49,7.91,KE,1747521469
368,tazacorte,28.629,-17.9293,18.42,93,70,5.62,ES,1747521470
369,juan aldama,24.2908,-103.3944,32.04,11,62,2.97,MX,1747521471
370,ta`u,-14.2336,-169.5144,28.02,79,53,8.05,AS,1747521472
371,cam ranh,11.9214,109.1591,25.46,80,88,1.72,VN,1747521473
372,hovd,48.0056,91.6419,16.37,41,30,3.09,MN,1747521474
373,babu,24.4167,111.5167,23.41,99,100,2.06,CN,1747521475
374,svencionys,55.15,26.1667,6.89,97,100,1.36,LT,1747521476
375,kalabo,-14.97,22.6814,16.49,62,1,2.22,ZM,1747521477
376,taybad,34.74,60.7756,19.6,35,0,8.21,IR,1747521478
377,bonthe,7.5264,-12.505,26.74,86,100,2.27,SL,1747521480
378,benton,36.3334,-94.3335,28.1,44,69,2.68,US,1747521481
379,ambikapur,23.1167,83.2,25.55,66,35,2.83,IN,1747521482
380,baturaja,-4.1333,104.1667,24.0,99,100,1.01,ID,1747521483
381,baiersbronn,48.5,8.3833,9.0,75,0,0.55,DE,1747521484
382,new norfolk,-42.7826,147.0587,3.84,76,0,1.07,AU,1747521486
383,vidyayevo,69.3191,32.8049,0.66,83,90,3.93,RU,1747521487
384,blama,7.8736,-11.3433,23.95,97,97,1.05,SL,1747521488
385,kogalym,62.2654,74.4791,3.47,92,100,6.3,RU,1747521489
386,vilyuysk,63.7553,121.6247,3.36,87,100,1.88,RU,1747521492
387,woolgoolga,-30.1106,153.2007,16.13,80,26,6.83,AU,1747521493
388,thai nguyen,21.5928,105.8442,24.69,94,100,0.83,VN,1747521494
389,mrakovo,52.7161,56.6244,9.51,91,14,1.45,RU,1747521495
390,turabah,21.2141,41.6331,27.16,19,0,2.49,SA,1747521496
391,yelizovo,53.1873,158.3805,8.84,63,63,3.6,RU,1747521498
392,itupiranga,-5.1347,-49.3267,24.96,83,87,0.89,BR,1747521499
393,tame,6.461,-71.73,22.09,95,100,0.41,CO,1747521500
394,yangambi,0.8102,24.4336,22.38,89,95,0.6,CD,1747521501
395,harnai,30.1005,67.9374,27.5,25,0,1.19,PK,1747521503
396,west helena,34.5507,-90.6418,29.69,43,46,1.58,US,1747521504
397,london,51.5085,-0.1257,13.34,77,0,0.45,GB,1747521002
398,naze,28.3667,129.4833,24.07,90,95,3.88,JP,1747521506
399,tosontsengel,48.7567,98.2839,9.25,67,100,4.36,MN,1747521507
400,kingston,17.997,-76.7936,26.64,82,39,0.54,JM,1747521014
401,san juan de miraflores,-12.1629,-76.9635,22.37,79,84,4.02,PE,1747521509
402,formosa do rio preto,-11.0483,-45.1931,25.74,57,100,3.23,BR,1747521510
403,likiep,9.8251,169.3107,27.77,79,95,6.95,MH,1747521511
404,vadso,70.0744,29.7487,2.26,65,75,4.2,NO,1747521512
405,malango,-2.9627,119.9001,20.06,96,83,0.75,ID,1747521513
406,kalaleh,37.3807,55.4916,17.68,50,0,2.42,IR,1747521514
407,big stone gap,36.8677,-82.7745,23.85,47,8,6.69,US,1747521515
408,bac lieu,9.285,105.7244,28.43,78,100,2.8,VN,1747521516
409,al minya,28.1099,30.7503,26.8,33,3,12.35,EG,1747521517
410,geraldton,-28.7667,114.6,17.69,44,0,8.31,AU,1747521519
411,bardai,11.65,7.2333,24.92,60,86,2.6,NG,1747521521
412,karwar,14.8,74.1333,28.14,81,82,1.15,IN,1747521522
413,maun,-19.9833,23.4167,16.04,53,2,2.41,BW,1747521523
414,subaykhan,34.8544,40.6083,29.71,17,11,3.03,SY,1747521524
415,kampene,-3.6,26.6667,20.64,92,37,0.67,CD,1747521525
416,itacare,-14.2775,-38.9967,23.44,81,2,4.1,BR,1747521526
417,les anglais,18.3054,-74.2197,25.42,82,34,0.26,HT,1747521527
418,battambang,13.1027,103.1982,26.74,83,87,1.71,KH,1747521528
419,sola,-13.8833,167.55,27.26,82,98,6.36,VU,1747521529
420,sarangani,5.4033,125.4636,25.96,86,100,5.45,PH,1747521531
421,isla vista,34.4133,-119.861,21.44,62,83,2.68,US,1747521533
422,waingapu,-9.6567,120.2641,24.67,82,41,4.79,ID,1747521534
423,gizo,-8.103,156.8419,29.18,75,97,3.4,SB,1747521289
424,ulsteinvik,62.3432,5.8487,10.42,76,70,1.79,NO,1747521536
425,gadani,25.1185,66.7299,27.45,86,16,2.34,PK,1747521537
426,san julian,21.0167,-102.1667,32.33,12,48,2.55,MX,1747521538
427,sona,45.4388,10.8255,15.48,70,7,0.88,IT,1747521539
428,meridian,43.6121,-116.3915,13.03,86,100,1.34,US,1747521394
429,alta,69.9689,23.2717,3.44,74,94,12.96,NO,1747521542
430,al qaryatayn,34.2296,37.2407,25.77,20,24,1.88,SY,1747521543
431,el bauga,18.262,33.9081,32.29,14,0,3.03,SD,1747521544
432,pontianak,-0.0333,109.3333,24.67,95,72,1.57,ID,1747521546
433,kolonia,50.9333,6.95,12.17,76,7,2.94,DE,1747521469
434,anna regina,7.2644,-58.5077,25.4,88,99,4.91,GY,1747521548
435,meadow lake,34.8014,-106.5436,27.16,13,42,4.4,US,1747521549
436,soure,-0.7167,-48.5233,26.84,85,87,4.66,BR,1747521550
437,aden,12.7794,45.0367,29.27,76,33,5.06,YE,1747521552
438,nolinsk,57.5596,49.9363,13.16,78,84,1.88,RU,1747521554
439,salalah,17.0151,54.0924,27.03,65,13,0.5,OM,1747521555
440,mahina,-17.5065,-149.489,29.86,70,100,3.41,PF,1747521556
441,baklan,37.9769,29.6086,14.69,76,70,1.91,TR,1747521557
442,port saint john's,-31.6229,29.5448,20.54,70,96,2.26,ZA,1747521558
443,lerma,42.0261,-3.7598,9.65,66,45,2.32,ES,1747521559
444,tchintabaraden,15.8969,5.7985,30.74,30,55,2.82,NE,1747521560
445,fortuna,40.5982,-124.1573,15.52,71,44,2.24,US,1747521561
446,weno,7.4515,151.8468,28.57,80,78,8.37,FM,1747521502
447,berdigestyakh,62.0989,126.6992,5.88,73,100,4.66,RU,1747521564
448,hasaki,35.7333,140.8333,21.65,90,100,6.23,JP,1747521565
449,hastings,50.8552,0.5729,12.1,86,0,3.32,GB,1747521566
450,bayganin,48.6947,55.8742,13.5,56,2,2.47,KZ,1747521567
451,santa elena de uairen,4.6167,-61.1333,19.59,96,94,1.97,VE,1747521568
452,norilsk,69.3535,88.2027,-2.02,84,11,4.23,RU,1747521569
453,kirakira,-10.4544,161.9205,28.93,77,95,2.06,SB,1747521570
454,montmagny,48.9734,2.3469,14.45,66,47,2.07,FR,1747521571
455,ambovombe,-25.1667,46.0833,21.63,82,0,2.2,MG,1747521572
456,acapulco de juarez,16.8634,-99.8901,27.07,63,0,4.04,MX,1747521480
457,tual,-5.6667,132.75,27.84,80,100,9.12,ID,1747521574
458,xiongzhou,25.1167,114.3,23.88,95,86,1.17,CN,1747521577
459,tumayr,25.7039,45.868,24.84,17,0,4.77,SA,1747521578
460,kristiansund,63.1115,7.732,7.79,87,76,3.28,NO,1747521580
461,taradale,-39.5333,176.85,19.45,65,100,4.47,NZ,1747521581
462,el alto,-4.2714,-81.2147,21.38,80,65,5.33,PE,1747521582
463,alice springs,-23.7,133.8833,11.08,57,0,5.84,AU,1747521575
464,chasong,41.4608,126.6414,6.39,85,21,1.97,KP,1747521585
465,guerrero negro,27.9769,-114.0611,18.74,60,0,8.44,MX,1747521586
466,ialibu,-6.2821,143.9935,17.9,90,98,0.74,PG,1747521587
467,tanuku,16.75,81.7,28.18,82,100,2.6,IN,1747521588
468,humaita,-7.5061,-63.0208,23.46,95,81,1.16,BR,1747521488
469,griffith,41.5284,-87.4237,18.91,52,100,5.52,US,1747521590
470,amahai,-3.3333,128.9167,27.16,86,92,1.11,ID,1747521591
471,lagoa,39.05,-27.9833,16.05,89,58,6.95,PT,1747521592
472,rosarito,32.3333,-117.0333,16.99,75,85,5.17,MX,1747521594
473,kiunga,-6.1219,141.2906,23.89,99,100,1.48,PG,1747521595
474,salumbar,24.1333,74.05,31.98,49,4,2.24,IN,1747521596
475,kapit,2.0167,112.9333,23.41,99,100,0.89,MY,1747521598
476,okahandja,-21.9833,16.9167,18.3,43,61,4.66,NA,1747521599
477,urangan,-25.3,152.9,18.44,88,27,3.15,AU,1747521601
478,ubari,26.5921,12.7805,28.67,23,95,3.75,LY,1747521602
479,anshun,26.25,105.9333,16.13,79,100,2.19,CN,1747521603
480,mezhdurechenskiy,59.6,65.9333,5.44,89,73,3.58,RU,1747521604
481,kirillov,59.863,38.3813,10.21,94,94,0.2,RU,1747521605
482,roccella ionica,38.322,16.4009,15.51,73,2,3.5,IT,1747521606
483,port pirie,-33.1833,138.0167,10.28,54,7,3.76,AU,1747521607
484,santa terezinha,-29.9002,-50.0904,22.26,84,100,4.75,BR,1747521604
485,tumut,-35.3,148.2167,11.38,60,100,1.62,AU,1747521609
486,westport,41.1415,-73.3579,24.59,74,53,0.89,US,1747521341
487,olinda,-8.0089,-34.8553,25.51,85,35,6.0,BR,1747521399
488,tabas,33.5959,56.9244,25.81,19,2,3.66,IR,1747521613
489,cabugao,17.7931,120.4578,30.5,71,54,1.23,PH,1747521614
490,urengoy,65.9667,78.3667,1.05,99,100,2.64,RU,1747521615
491,san pedro pochutla,15.7333,-96.4667,32.62,43,2,3.5,MX,1747521616
492,biankouma,7.7391,-7.6138,21.53,98,100,1.63,CI,1747521617
493,doctor alberto oviedo mota,32.2275,-115.1697,21.11,21,5,8.08,MX,1747521618
494,haiku-pauwela,20.9219,-156.3051,28.45,74,12,14.31,US,1747521619
495,anloga,5.7947,0.8973,27.18,79,98,3.95,GH,1747521620
496,megion,61.0296,76.1136,5.75,87,94,7.31,RU,1747521621
497,yushu,44.8,126.5333,9.37,59,15,5.17,CN,1747521622
498,powell river,49.8496,-124.5361,12.14,83,98,5.16,CA,1747521623
499,shingu,33.7333,135.9833,23.61,89,100,2.87,JP,1747521625
500,juneau,58.3019,-134.4197,6.72,100,100,0.55,US,1747521626
501,al bayda',32.7627,21.7551,12.43,93,7,2.83,LY,1747521627
502,gilgit,35.9221,74.3087,16.51,41,0,2.28,PK,1747521350
503,lihue,21.9789,-159.3672,26.52,81,41,4.8,US,1747521629
504,hilo,19.7297,-155.09,23.86,93,13,6.43,US,1747521458
505,panaba,21.2833,-88.2667,33.45,40,6,6.71,MX,1747521631
506,andalgala,-27.5819,-66.3165,22.33,36,0,4.03,AR,1747521632
507,karasburg,-28.0167,18.75,21.26,39,92,1.77,NA,1747521633
508,at taj,24.2049,23.2857,30.28,25,89,9.85,LY,1747521634
509,lompoc,34.6391,-120.4579,17.51,68,98,5.36,US,1747521635
510,bovril,-31.3431,-59.4451,25.42,64,2,7.22,AR,1747521636
511,san antonio de pale,-1.4014,5.6325,26.3,86,92,3.9,GQ,1747521637
512,jalalaqsi,3.3766,45.5996,25.2,85,79,4.92,SO,1747521638
513,altai,46.3722,96.2583,9.33,64,17,4.42,MN,1747521609
514,parakou,9.3372,2.6303,22.57,90,100,1.8,BJ,1747521640
515,mandera,3.9366,41.867,27.15,66,83,5.77,KE,1747521641
516,usta muhammad,28.1794,68.0445,35.14,25,0,5.81,PK,1747521642
517,bikenibeu village,1.3673,173.1241,27.92,77,13,6.89,KI,1747521644
518,floro,61.5996,5.0328,9.28,84,0,10.39,NO,1747521645
519,havelock,34.8791,-76.9013,28.34,78,95,3.58,US,1747521646
520,osilnica,45.5292,14.6989,9.21,88,64,2.49,HR,1747521648
521,emerald,-23.5333,148.1667,17.41,71,11,4.65,AU,1747521649
522,belyy yar,53.6039,91.3903,10.92,81,100,1.24,RU,1747521651
523,tobruk,32.0836,23.9764,19.27,81,99,3.53,LY,1747521652
524,hammerfest,70.6634,23.6821,2.68,80,81,2.12,NO,1747521653
525,shiyan,32.6475,110.7781,20.47,52,100,0.91,CN,1747521654
526,magadan,59.5667,150.8,5.72,46,19,3.9,RU,1747521656
527,mollerussa,41.6333,0.9,15.26,81,57,1.34,ES,1747521657
528,newman,37.3138,-121.0208,24.47,38,3,4.47,US,1747521658
529,teontepec,18.5,-97.5167,29.2,40,68,3.32,MX,1747521659
530,galle,6.0367,80.217,27.34,84,100,6.26,LK,1747521151
531,dubbo,-32.25,148.6167,13.11,55,0,2.93,AU,1747521409
532,acarau,-2.8856,-40.12,25.35,89,29,5.83,BR,1747521616
533,phan rang-thap cham,11.5667,108.9833,26.2,78,99,1.58,VN,1747521664
534,kavalerovo,44.2661,135.0572,8.35,79,98,6.29,RU,1747521665
535,portrush,55.1959,-6.6493,11.38,62,0,0.15,GB,1747521666
536,bassila,9.0081,1.6654,22.0,97,100,2.65,BJ,1747521667
537,phan thiet,10.9333,108.1,26.96,81,97,2.05,VN,1747521668
538,santiago de cao,-7.9589,-79.2392,20.31,85,77,6.37,PE,1747521669
539,sambava,-14.2667,50.1667,22.7,90,34,4.38,MG,1747521670
540,roma,43.2128,-75.4557,15.94,99,60,5.91,US,1747521672
541,paredon,16.0333,-93.8667,31.12,62,9,4.01,MX,1747521673
542,madimba,-10.4,40.3333,23.73,92,10,4.59,TZ,1747521674
543,kilju,40.9642,129.3278,14.31,39,1,1.15,KP,1747521675
544,cockburn town,21.4612,-71.1419,26.19,75,44,4.62,TC,1747521676
545,tanjung selor,2.8372,117.3642,23.82,97,74,0.68,ID,1747521677
546,phon,15.816,102.5998,27.64,88,100,1.74,TH,1747521678
547,rio grande,-32.035,-52.0986,20.37,83,100,3.47,BR,1747521631
